"gene","Atha_WT_Col_0_sl_FLT_Rep1_G1S1","Atha_WT_Col_0_sl_FLT_Rep2_G1S2","Atha_WT_Col_0_sl_FLT_Rep3_G1S3","Atha_WT_Col_0_sl_GC_Rep1_G2S1","Atha_WT_Col_0_sl_GC_Rep2_G2S2","Atha_WT_Col_0_sl_GC_Rep3_G2S3"
"AT1G01170",9.77034899376133,9.82723847660363,9.6622542229148,9.62521937933423,9.37440527503972,9.91775014120268
"AT1G01180",8.41547245731062,9.18650739815797,9.06631897787271,9.68586170606169,9.26412794936611,9.49377172328277
"AT1G01183",3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972
"AT1G01190",4.22716465366062,4.77643327649326,5.00446553174175,5.51101627607932,5.51100268594638,5.24789498207669
"AT1G01200",6.98981125798148,6.98084421151122,6.85702063719537,6.23024651560093,6.67768636838445,6.48758368653856
"AT1G01210",7.41730370139053,6.78033044011875,6.88569984370744,7.2014849579999,6.39780554942472,6.76424627162457
"AT1G01220",9.3904483397818,9.04705997249707,8.98335511729337,8.67525662638499,8.82405507341208,8.70062959289213
"AT1G01225",6.06462071125261,5.94210644510395,5.95125729879368,5.20800090765391,5.87596673768412,6.05358273174338
"AT1G01230",9.28033709854745,9.12654782079167,8.96017785914254,8.92388320640008,8.89845201264738,9.01372759628296
"AT1G01240",7.82663868712472,7.93164440322359,7.5794203355685,7.90132129729057,8.0727530263456,7.97537706780288
"AT1G01250",5.1482711782965,4.49448649532475,3.57700211112972,4.86547867416413,4.52374853653215,4.3216722555771
"AT1G01260",9.63523727931087,9.29082625907036,9.09699824564842,9.72299008599173,8.85759550352793,9.19477205995165
"AT1G01270",3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972
"AT1G01280",4.10933618732065,4.23113191742482,3.57700211112972,4.33705530660618,4.35451900394668,3.95242416595839
"AT1G01290",7.68359427372177,7.26647571805659,7.40331771551322,7.65592062076918,7.31101319459255,7.61050373226582
"AT1G01300",12.2310976183858,12.3145380732103,12.4571634345016,11.8299238939595,11.8281407061587,11.7840295693971
"AT1G01305",4.48900956781913,4.69177705970342,4.56001212259823,4.55100963375732,4.66403554245258,4.55428745984042
"AT1G01310",5.07027200314976,5.67313485293963,5.67297081286785,5.65591235064085,6.16171845807135,5.37754088678759
"AT1G01320",13.5877655958133,13.8383542145606,13.8291473017941,12.8296837064996,13.3255330267033,12.9154517670448
"AT1G01335",3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972
"AT1G01340",6.83063326719707,7.13082088978945,7.14446440974916,7.80959471138365,7.68684756247742,7.73168967935857
"AT1G01350",8.2769192287588,8.67632523496885,8.57613332713391,8.58466946039119,8.61765815193836,8.49806310951912
"AT1G01355",4.79594848658451,4.49448649532475,4.459516116387,4.64013466860415,4.66403554245258,4.40733409019496
"AT1G01360",8.32953009181373,7.82424931946523,7.89162961735273,8.03190260740699,7.89542960792578,8.27746600769585
"AT1G01370",6.53915843208018,6.60399174078406,6.05842921104613,6.06467931241541,6.16171845807135,6.30291030416821
"AT1G01380",8.04930750489178,7.67318837274325,7.61388526579235,6.79064862555943,7.04417425842536,7.25707894557798
"AT1G01390",9.65596143259013,9.54338031905655,9.68059584158735,8.40377085727659,9.15822938609438,8.69214352920298
"AT1G01400",3.57700211112972,4.23113191742482,4.02338838830868,4.45137670421389,3.57700211112972,3.57700211112972
"AT1G01410",4.10933618732065,3.57700211112972,4.2058194795453,4.45137670421389,3.96927296564257,4.22366145092906
"AT1G01420",7.0631588139852,7.51422685383824,7.48012504507165,6.35779721170709,6.61279442063656,6.60243479285369
"AT1G01430",10.340430424876,11.0934657526485,10.799567911424,10.2503126376114,10.6490026745939,10.5767211193108
"AT1G01440",9.34558611434351,9.69228241215138,9.56028585493405,9.85207921053583,9.77759058186125,9.84311115317009
"AT1G01448",8.16967637576147,8.6674897018148,8.65250808871532,8.89333806963895,8.89307095213698,8.85810176200961
"AT1G01450",7.19938517817743,7.33536386587455,7.67227240916184,7.83128876206899,7.5495008995442,7.63439091051643
"AT1G01453",5.38633758348643,6.0016201583801,6.65487375689573,5.9601221987913,6.48781924907046,5.85755144753827
"AT1G01460",4.10933618732065,4.23113191742482,4.7316790161397,4.64013466860415,4.44375644751271,4.10645225919326
"AT1G01470",10.2183674722073,10.4831500350765,10.3643662653104,10.1761649827999,10.5559294266828,10.3769427742592
"AT1G01480",6.98037022780805,6.845111480431,6.29432724314222,7.2014849579999,6.19803272840073,6.74224012424887
"AT1G01490",10.2043679515517,10.4267156607072,10.5240947212327,11.7644303871008,10.7632095931764,10.9500562061575
"AT1G01500",8.04930750489178,7.90177118299523,7.99316543436208,8.52390700856485,7.92742520733636,8.13015635753525
"AT1G01510",10.4639183830818,9.99542488845787,10.1294235995864,10.4511436164803,9.92454421600545,10.1146275996386
"AT1G01520",7.47199459253659,4.99452913156479,5.56522822301868,5.68971449696433,5.41711255317649,5.89912444305443
"AT1G01530",4.41178481730045,3.57700211112972,4.2058194795453,3.57700211112972,4.44375644751271,4.3216722555771
"AT1G01540",10.4030577555113,10.3194940508918,10.2611822420964,10.7488917490067,10.1986111132598,10.3266977354222
"AT1G01550",11.0123755492308,11.5519149995199,11.2949201390691,11.3448626809956,11.6872797472921,11.7548104077683
"AT1G01560",5.07027200314976,4.85436262656519,4.8770719724369,4.86547867416413,4.59669526608385,5.1773582693888
"AT1G01570",5.82495316533067,5.5962370188209,6.1814630246889,6.01341472479059,6.2848181587417,5.79263731096687
"AT1G01580",8.23812593346,7.32411106941321,7.819716135297,8.5502626673961,7.66168168345055,8.47515709290781
"AT1G01590",5.53172554477671,5.28269942009159,5.22215592056833,5.58552238701931,4.99188296993418,5.1773582693888
"AT1G01600",8.93989333632647,8.59943663536551,8.5228691575677,8.53714514580258,8.98445554159347,8.70625931862947
"AT1G01610",11.5601520375083,11.4513531337966,11.3964105927386,11.1340201114623,11.1272981846318,11.1256202228817
"AT1G01620",12.5041253689656,13.8017593562299,13.5178170278249,13.3948744632424,14.4165524585484,14.045097299308
"AT1G01630",9.81710027140849,10.0422806139435,9.94449099885376,8.91715113571651,10.0373251611652,9.65373830689374
"AT1G01640",6.78786990542741,7.5912344808909,7.7671421742835,8.31942451878335,8.99955568102085,9.06281100034817
"AT1G01650",9.43909052248109,9.15841614882046,9.47878001917793,9.21482195779785,9.33923476897798,9.25168022637502
"AT1G01660",6.23624711238465,5.74571399487091,5.89427947637593,6.66612728862829,6.50227101442976,6.30291030416821
"AT1G01670",6.53915843208018,5.0583141464352,4.80702137595383,6.56490567884972,5.08177862439324,5.95914893929669
"AT1G01680",3.95448050029184,4.04150500192684,4.34418240027422,3.57700211112972,4.25234694909679,3.95242416595839
"AT1G01690",7.16653220058932,6.65925666892784,6.53263010332503,6.77567278611469,6.67768636838445,6.7085718211411
"AT1G01695",4.32568486996213,4.23113191742482,4.94267362347743,4.64013466860415,4.59669526608385,4.55428745984042
"AT1G01700",5.22130805178751,5.70993085520559,5.60215866336804,5.15769839828366,5.48048444368205,5.1773582693888
"AT1G01710",9.19994601708234,9.16156457003775,9.02224038651503,9.47293816458373,9.20239697148921,9.4608650084778
"AT1G01715",5.78044746546215,5.11864409698551,5.70697120354128,5.8759821175492,5.03774393354568,5.46645941243059
"AT1G01720",12.0422156609702,12.3480737091731,11.9285085122556,11.9422959250629,11.5925845730386,11.7131625161286
"AT1G01725",6.90248704009173,7.20641141890883,7.0591621202696,6.03929021824899,7.25307396044726,7.06764669422943
"AT1G01730",9.34010761818077,9.1803120372835,9.06941645872997,9.06454901144869,9.0727705737155,9.35917050997325
"AT1G01740",6.69823990176487,6.24112595867009,6.45765073992494,6.511408012283,6.06645851256771,6.14184965277472
"AT1G01750",6.89244320075357,7.05098502042945,7.56187164451775,6.66612728862829,7.93793389173025,7.54268165708309
"AT1G01760",6.61483110242305,6.33544545102353,6.31582927916071,6.58229240064016,6.36645478682085,6.51393536344633
"AT1G01770",8.85534414544742,8.44769482571374,8.46755836738454,9.82896286976981,8.66263738038003,9.44075435684426
"AT1G01780",9.63523727931087,9.50671938365893,9.46708641598185,10.1201394576381,10.0746253011109,10.1418677324775
"AT1G01790",9.65154554655598,9.64133343502093,9.43862866458448,8.97663664161409,9.23252831063485,9.28965799332136
"AT1G01800",10.1375287383729,9.58383287736275,9.44579593176072,9.79449664699557,9.24525140618996,9.76978087759659
"AT1G01810",5.61151713416628,5.5962370188209,5.11851499591508,5.20800090765391,5.54079789452251,5.1773582693888
"AT1G01820",9.46616659565016,9.38541303459487,9.37997059274674,9.98992516858702,9.68569774529697,9.99906574497034
"AT1G01830",8.70142091650058,8.88886531146657,8.72503568453683,9.07062794296013,8.82688012610539,8.69780645673528
"AT1G01840",5.25618557198947,5.5962370188209,5.60215866336804,5.51101627607932,5.70627581697409,5.31446188195304
"AT1G01860",8.012979709523,7.46390332063956,7.38345294040944,7.14462372121083,7.21019757865243,7.16961909214539
"AT1G01870",3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972
"AT1G01880",6.04620360915375,5.94210644510395,6.05842921104613,6.61643070595175,5.898521557611,6.03521789702258
"AT1G01890",3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972
"AT1G01900",8.79786744562384,8.71542778648682,8.90575817793305,8.65516326277478,9.101045925565,8.78816684434891
"AT1G01910",9.59440809830748,9.27637783426585,9.24404663165222,9.19826121823885,9.29504976415559,9.03400962648767
"AT1G01920",8.5322665657784,8.05887892282661,8.1301946957647,8.35475614148528,7.78331243519573,8.09621932638035
"AT1G01930",8.64622745044987,8.44252335775492,8.30874350251391,8.92723748386644,8.42221751463426,8.73683553264844
"AT1G01940",8.08473942904811,7.61907676567121,7.704598365902,7.50193663063939,7.4426426556337,7.85869979984875
"AT1G01950",9.62325979719132,9.53612232042415,9.36492545422988,9.19826121823885,9.18928821053682,9.20474547750544
"AT1G01960",12.2745725697838,12.0002832671209,11.9655387354402,12.2023542599588,11.9022856909978,12.0275787297633
"AT1G01970",8.92532884024402,9.02648362939238,8.99643380099304,8.81582712528651,8.45912060173317,8.64014953066631
"AT1G01980",4.41178481730045,4.69177705970342,5.27072193538721,5.8759821175492,5.27961420567078,4.88877183116629
"AT1G01990",9.2553292845298,9.97410131082553,9.77276419126979,9.51142592127957,9.43303545206101,9.63025380492488
"AT1G02000",8.87568902719816,9.53612232042415,9.50646370733232,9.49570223956869,9.60245627849189,9.44412567163307
"AT1G02010",7.97570935926804,7.74229820011401,7.48012504507165,8.04433083922574,7.82355758971587,8.10903979721908
"AT1G02020",7.14981684654193,7.70815977514969,7.78236096854227,7.53761541132405,7.88460394883156,7.57390876596885
"AT1G02030",4.8955345176608,5.42688593749499,5.80395420962003,5.68971449696433,5.70627581697409,5.14041869964818
"AT1G02040",3.57700211112972,4.04150500192684,5.17149532969762,5.10509928637334,4.59669526608385,4.40733409019496
"AT1G02050",7.30874705319053,6.4658535205762,6.7673118785706,7.51094009873431,6.78743419142242,7.13643435143871
"AT1G02060",7.14138493339664,6.69492617408515,6.82774701079214,7.08539423652052,7.1110615552364,7.10245669014291
"AT1G02065",5.1482711782965,5.55598294631637,5.56522822301868,6.23024651560093,5.80590440911788,5.37754088678759
"AT1G02067",3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972
"AT1G02070",4.74217500879232,4.23113191742482,4.459516116387,4.72124747400538,4.59669526608385,4.48417203274479
"AT1G02080",12.3717140323996,11.9438240138565,12.0631159214178,12.189150537126,12.1974806716695,12.1786185621298
"AT1G02090",9.59747244680289,9.1803120372835,9.21077218295149,9.30006950801502,9.22826220189433,9.16647370285795
"AT1G02100",9.82496478273219,9.76444726095977,9.6311567212592,10.3548430448608,9.74810217943301,10.2097805778959
"AT1G02110",10.4350940464453,10.3279230899791,10.455935212959,10.6468485107275,9.96995402565316,10.2255363272411
"AT1G02120",9.84701745312502,9.65032442594368,9.6846402691431,10.0679375265518,9.7978794704535,10.0760404968651
"AT1G02130",9.38513799978362,9.34444643449474,9.23304026773671,8.45582629894107,9.35887976254207,9.34661485407864
"AT1G02140",10.620462335728,10.7214503194011,10.6253923798866,10.2977081059673,10.4673317147196,10.760302166003
"AT1G02145",8.22231081403938,8.09890391291466,8.04451887547553,7.95498683028047,7.94836622517044,8.07023010119341
"AT1G02150",11.0570151531543,10.995460527186,10.8951461259034,11.5026179206661,10.7698267898873,11.0645210185626
"AT1G02160",7.91300306649325,7.73383950507846,7.33254715014917,7.44669186347825,7.52875838470615,7.81237880540838
"AT1G02170",9.83278664017563,9.53854571476602,9.73230881351547,10.1662680356262,9.70731156519283,9.92017278919618
"AT1G02180",7.30120770820671,7.37950830208201,7.20240650519479,7.1093830017393,6.87829229079769,7.28002842080055
"AT1G02190",5.22130805178751,5.87982136176746,6.10898629438748,5.84671041561525,5.7570380398075,5.40789795527902
"AT1G02205",12.1113601675014,11.9152097922859,11.9588762804423,10.9394053813903,11.73352282136,11.4364619232434
"AT1G02210",3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972
"AT1G02220",5.93007922980509,7.06460650403463,6.47677742124391,5.7861478600363,6.75179427227351,6.19218683281311
"AT1G02230",4.8955345176608,5.5962370188209,5.56522822301868,5.54881713169327,5.7570380398075,5.83626591348088
"AT1G02250",3.57700211112972,3.57700211112972,4.02338838830868,3.57700211112972,4.13007434489477,3.95242416595839
"AT1G02260",7.2706453088738,8.2487112042891,8.14202760561191,7.13297359385259,8.14252430532583,7.89372115837988
"AT1G02270",8.23812593346,8.81078518449613,8.56300087549012,8.05665248961263,8.42221751463426,8.29999401125563
"AT1G02280",11.3748309763941,11.4558464228469,11.2499188457964,11.3886863999376,10.9567098634869,11.3370845244365
"AT1G02290",8.02671050289966,7.65537731699434,7.68042251744653,7.25616234580056,7.74190531283625,7.64030097071436
"AT1G02300",7.77872107650867,7.02334349482604,6.98173138408742,7.49287612585577,6.51657444387064,7.43110135936487
"AT1G02305",10.7271174062899,10.7214503194011,10.6020638866711,11.0740383191185,10.8483424113413,11.0873334202597
"AT1G02310",5.22130805178751,5.51440908205116,5.17149532969762,5.10509928637334,5.35030776218656,4.97925812222181
"AT1G02320",3.57700211112972,4.04150500192684,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972
"AT1G02330",8.95670125915799,8.97371956907228,8.79782650430916,9.17023004036508,8.72151709200187,9.06061582935105
"AT1G02335",5.25618557198947,5.70993085520559,5.92307229606075,5.8759821175492,6.41321888041943,5.83626591348088
"AT1G02340",9.6705841493246,10.7789360327853,10.3806604513315,9.87483087153952,10.6028048240909,10.4031567139265
"AT1G02350",4.68522172074811,3.57700211112972,4.56001212259823,4.19993424698175,4.44375644751271,4.55428745984042
"AT1G02360",8.65508406268255,8.89266041738349,9.70270112436199,10.1113236726173,10.1509641534719,10.3156994010467
"AT1G02370",6.88232750128679,6.9070501385148,7.08406120356788,6.99809057088595,6.71522855234426,6.85923115375204
"AT1G02380",5.58547180962378,6.19142155653154,6.1814630246889,6.49310959067877,5.65344940112565,5.93943877829145
"AT1G02390",5.55888322945533,5.91132752332653,6.1335760700174,5.62120026125944,5.78169854896469,6.12464906222545
"AT1G02400",9.2099932296097,9.82326889560966,9.58862188876257,8.39894383377294,9.72558331211317,9.16238534542773
"AT1G02405",5.18536320756886,5.2305269219848,5.74010463213618,5.39023497415647,5.94251735696674,5.24789498207669
"AT1G02410",8.31469371472993,8.11200164205115,8.02547580425063,7.62310463853476,7.73589117779915,8.09192029593285
"AT1G02420",6.38876421631593,6.44495242654186,6.60378528183256,6.29549768558144,6.23340814546588,6.01659982313448
"AT1G02430",4.8955345176608,4.23113191742482,4.64989280153477,5.47204393200824,5.27961420567078,4.88877183116629
"AT1G02440",4.55947250326774,4.04150500192684,4.459516116387,4.93057163878517,4.66403554245258,4.3216722555771
"AT1G02450",4.22716465366062,4.77643327649326,4.459516116387,4.79598201554376,4.59669526608385,4.8404144239959
"AT1G02460",7.35316513965771,6.87642011375818,7.20240650519479,6.68230912389569,6.78743419142242,6.53979823003656
"AT1G02470",4.74217500879232,5.11864409698551,5.00446553174175,5.10509928637334,5.16500783763581,4.93497915054926
"AT1G02475",7.95191450255599,8.41109814823532,8.26072602676236,6.511408012283,7.77160332427073,7.52361297688861
"AT1G02480",3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972
"AT1G02490",4.10933618732065,4.04150500192684,3.57700211112972,4.01917861794343,3.96927296564257,3.57700211112972
"AT1G02500",13.5764563626786,13.5114431653879,13.3891496673827,13.8417136630921,13.5641618821623,13.6394698694889
"AT1G02510",4.22716465366062,4.59867139150001,4.56001212259823,4.72124747400538,4.52374853653215,4.40733409019496
"AT1G02520",7.61849649637199,7.67318837274325,8.27153595413032,9.0827094245107,8.815546524567,8.88316570435272
"AT1G02530",4.8955345176608,5.0583141464352,5.4474854575642,5.75478780121795,5.51100268594638,5.10224879687034
"AT1G02540",3.57700211112972,3.57700211112972,4.2058194795453,4.01917861794343,4.25234694909679,3.95242416595839
"AT1G02550",3.95448050029184,4.23113191742482,4.02338838830868,4.79598201554376,4.44375644751271,4.55428745984042
"AT1G02560",11.5439659091003,11.5056092905105,11.3449616869938,10.2150873580798,10.868349371428,10.6420144596674
"AT1G02570",5.95014432708293,6.40218237556216,6.96840496723146,6.511408012283,7.15698136773102,6.39121064745916
"AT1G02575",5.18536320756886,5.5962370188209,5.60215866336804,5.81677673967206,6.21583460003064,5.70077087322803
"AT1G02580",5.38633758348643,5.33268824384322,5.60215866336804,6.76053604558355,6.4584577359325,6.62672475770078
"AT1G02590",3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972
"AT1G02600",3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972
"AT1G02610",6.08279062230022,6.5464550109331,6.3986383756671,6.54729992505422,6.93224760076934,7.03196188959842
"AT1G02620",6.22002298802142,6.16587558969193,6.22772870564949,5.93266045560981,5.96398397090867,5.72435060545279
"AT1G02630",5.98939500214811,5.67313485293963,5.36230769610595,5.62120026125944,4.94400064457459,5.1773582693888
"AT1G02640",12.577911774848,12.8525541056811,12.7696835170399,12.097275559342,12.4636554671247,12.1894530736509
"AT1G02650",6.18698672577645,6.79680679767084,6.3986383756671,6.56490567884972,6.63911267250945,6.24073703352712
"AT1G02660",8.35513121170462,8.89266041738349,8.61057868006168,8.38924094066424,9.40873821883882,8.81446612649146
"AT1G02670",5.86800725939805,5.38069326302115,5.06294652065207,5.10509928637334,4.99188296993418,4.97925812222181
"AT1G02680",7.76238607437952,7.45362252632753,7.4131474542583,7.58099809800407,7.54262008387833,7.78064582245829
"AT1G02690",8.41199215421253,8.08568572393295,8.26072602676236,8.55894175329691,8.49510116278956,8.68075043670763
"AT1G02700",9.1444467258068,5.70993085520559,5.97886131013671,8.18002653055271,6.16171845807135,7.29512537796318
"AT1G02705",6.02753207299508,5.91132752332653,6.37839616187356,5.39023497415647,6.3343771196705,5.93943877829145
"AT1G02710",5.6866253893738,5.38069326302115,5.80395420962003,5.39023497415647,5.56990728227135,5.28164213372491
"AT1G02720",8.54185017532611,8.64516076938142,8.61482698665701,8.19124249019918,8.54400934615531,8.3037146158564
"AT1G02730",10.0696491725589,9.64808192813332,9.77276419126979,9.63755357512036,9.858468320665,9.71362498484076
"AT1G02740",7.08091837277662,7.14370151209916,7.0591621202696,7.0108962542164,7.1296078033019,7.10245669014291
"AT1G02750",7.99446541388626,7.99666998790594,8.15376391011935,8.14006696390539,7.7949267275,8.40069776352071
"AT1G02760",3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972
"AT1G02770",5.86800725939805,5.78054324355598,5.22215592056833,5.58552238701931,5.78169854896469,5.57594842767188
"AT1G02780",13.6298002712632,13.0535391386944,13.1269729604393,13.2283901242492,12.8761491835185,13.014842498852
"AT1G02790",3.95448050029184,3.57700211112972,4.02338838830868,4.01917861794343,4.44375644751271,3.57700211112972
"AT1G02800",11.5061561174104,11.4956684078237,11.1510954523699,8.90699368664928,9.94937249104497,9.55273746235085
"AT1G02810",9.11266469290662,9.44605124792322,9.32402018185675,9.39999517316399,9.70884308417127,9.48725018578477
"AT1G02813",3.95448050029184,4.04150500192684,4.02338838830868,4.33705530660618,4.25234694909679,3.95242416595839
"AT1G02816",9.45099891585458,9.49178997692516,9.17958081532092,8.59736295598053,8.958931621704,9.0205200373131
"AT1G02820",5.10994168524641,5.51440908205116,5.60215866336804,4.72124747400538,4.72677264025717,4.8404144239959
"AT1G02830",3.95448050029184,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,4.10645225919326
"AT1G02840",11.1270629325969,10.8692889991977,10.839106652234,11.7412867048149,10.9287298993103,11.3375376700916
"AT1G02850",10.0817337086767,9.26471391971134,9.68059584158735,9.54673466540421,9.50708849577471,9.7038149871866
"AT1G02860",7.33112892262385,8.03844044850299,7.6223734231149,8.7754496028852,8.70318221897328,8.87569219527622
"AT1G02870",8.87568902719816,8.21269708028125,8.39034070757741,8.46046656839076,8.26850967466212,8.73132428091742
"AT1G02880",8.40150045941612,8.53288093521847,8.53637107320345,7.97460535278689,8.35722534403958,8.2736767988826
"AT1G02890",11.357315877725,11.1404784293082,11.1605623875732,11.9218558472111,11.2118026969872,11.6219902118569
"AT1G02900",9.2179808823178,9.56968472760513,9.30575258044376,9.71719088815494,9.74810217943301,9.87966919455356
"AT1G02910",8.96858801284842,9.15841614882046,9.06010397355845,8.76798507780458,8.67523471931284,8.76677617267458
"AT1G02920",9.61723354172701,10.7789360327853,10.7249579477014,10.3473545490151,11.5733805390234,11.2622065809736
"AT1G02930",9.22394270958434,9.48426690371973,9.65608813985835,9.69375804012251,9.93766499101332,9.9910221882867
"AT1G02940",4.10933618732065,3.57700211112972,4.02338838830868,4.45137670421389,3.57700211112972,4.10645225919326
"AT1G02950",4.84695777609724,5.63526092904079,5.86484999359658,6.01341472479059,6.75179427227351,6.19218683281311
"AT1G02952",4.10933618732065,4.37481938095739,4.02338838830868,3.57700211112972,4.44375644751271,4.10645225919326
"AT1G02960",8.02214813796752,7.98247215673035,7.66407567747382,7.53761541132405,7.68059740724928,7.91335629235053
"AT1G02965",3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972,3.57700211112972
"AT1G02970",6.43142059695405,6.31246403055324,6.08394335187127,5.54881713169327,5.87596673768412,6.17561309381437
"AT1G02980",4.10933618732065,4.49448649532475,4.02338838830868,4.19993424698175,4.59669526608385,4.61905432228131
"AT1G02990",8.90320229866769,8.87358413077594,8.70126332052409,8.87260887438793,8.97684572101035,8.95584322748112
"AT1G03000",9.30866331813113,8.96293090513959,9.0412965204182,9.14740588648058,8.88766972032314,9.09319742121261
"AT1G03010",4.8955345176608,4.99452913156479,5.40563337637883,6.29549768558144,6.36645478682085,6.51393536344633
"AT1G03020",3.57700211112972,4.04150500192684,4.02338838830868,4.01917861794343,3.96927296564257,3.57700211112972
"AT1G03030",8.68997571222435,8.26638563399071,8.21104999678839,8.20790407858119,8.20036918432774,8.32217465730495
"AT1G03040",9.7784718992301,9.82921917732051,9.81026588491578,9.97865878183944,9.86260195720781,9.9910221882867
"AT1G03050",4.10933618732065,4.59867139150001,4.64989280153477,4.79598201554376,4.35451900394668,4.6794302999457
"AT1G03055",3.95448050029184,4.04150500192684,4.34418240027422,4.19993424698175,4.25234694909679,4.40733409019496
"AT1G03060",11.756916193026,11.4260596260935,11.4202509280808,11.5866385048354,11.602503499123,11.5979838558989
"AT1G03070",4.68522172074811,5.5962370188209,5.36230769610595,5.47204393200824,5.27961420567078,5.37754088678759
"AT1G03080",11.2119700754842,11.1890948436079,11.2375858363649,11.6884321522206,11.6810524823945,11.5631469824332
"AT1G03090",9.24363925390264,9.08071422757862,9.16806905067444,10.4086020479719,10.7749525947051,10.6471417032344
"AT1G03100",6.56484046045699,6.62265660282295,6.4185892250383,6.98516816749408,7.39755775574161,6.92892982184238
"AT1G03103",4.22716465366062,4.04150500192684,4.02338838830868,4.33705530660618,4.35451900394668,4.22366145092906
"AT1G03106",10.9544111924852,7.93164440322359,8.06952328185351,9.92935189200564,7.45736030432806,9.36629638102902
"AT1G03110",7.78950862255796,7.87126306670174,7.47074682904022,7.13297359385259,7.50062542886971,7.27241957289489
"AT1G03120",6.77697328350321,5.11864409698551,5.27072193538721,6.01341472479059,5.35030776218656,5.54945353366566
"AT1G03130",9.09542330649464,10.7436705960176,10.7210257676402,9.14740588648058,10.7938334129501,10.2216134952503
"AT1G03140",10.3266490629316,10.0942652992258,10.0391298003759,11.0082918868678,10.2094698082159,10.6153540068531
"AT1G03150",7.52467022668891,7.56283998366522,7.43260633475268,6.87731091862696,7.50062542886971,7.51075784252284
"AT1G03160",10.4946451264673,10.2939073063901,10.2880107423082,9.85384213779545,9.69345420682773,9.66099946655264
"AT1G03165",3.95448050029184,4.23113191742482,3.57700211112972,3.57700211112972,3.57700211112972,3.95242416595839
"AT1G03170",6.55205847173031,6.0016201583801,5.95125729879368,6.06467931241541,6.16171845807135,5.52239260283621
"AT1G03180",6.26813116491525,6.4864452065461,6.1335760700174,5.30257365850125,6.23340814546588,5.91943381635263
"AT1G03190",8.4396017394343,7.99666998790594,8.03185158097303,8.00671887887558,8.05838289728648,8.19571752177905
